alamat,harga,kamar_tidur,bangunan,lahan,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,air_panas,telepon,tv,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak,latitude,longitude
Yogyakarta,3250000000,3,350,326,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,2100000000,6,200,200,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,-7.8143777,110.3873737
Gondokusuman,20000000000,18,645,895,8,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.78674395,110.3809996
Yogyakarta,2500000000,3,200,189,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,1900000000,5,225,175,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,1750000000,5,216,172,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Tegalrejo,4500000000,6,250,200,6,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,-7.78045495,110.355073
Mantrijeron,2700000000,3,200,150,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Kotagede,790000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Yogyakarta,2091525000,4,110,196,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,575400000,2,39,80,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,350000000,2,36,72,1,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,-7.8011945,110.364917
Yogyakarta,411000000,2,36,85,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,-7.8011945,110.364917
Danurejan,12000000000,7,700,500,8,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,-7.7928424,110.3717946
Yogyakarta,1450000000,3,110,97,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,-7.8011945,110.364917
Yogyakarta,500000000,2,45,91,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,-7.8011945,110.364917
Yogyakarta,340000000,2,36,60,1,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,-7.8011945,110.364917
Wirobrajan,594600000,2,40,112,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,950000000,3,80,104,2,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Kotagede,698000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.81831055,110.3979409
Wirobrajan,750000000,2,91,91,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Jetis,3500000000,4,240,206,3,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,-8.0351266,110.4908351
Tegalrejo,118921000,2,40,79,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Yogyakarta,2700000000,3,200,265,2,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,-7.8011945,110.364917
Mantrijeron,590000000,2,55,85,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Yogyakarta,1300000000,4,110,103,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Gondokusuman,2500000000,18,350,285,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Yogyakarta,425000000,2,36,84,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,-7.8011945,110.364917
Yogyakarta,1500000000,4,120,225,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,1350000000,4,140,111,3,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,-7.8143777,110.3873737
Umbulharjo,792000000,3,150,161,2,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Umbulharjo,8000000000,7,488,690,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,4099999999,5,900,677,5,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.78674395,110.3809996
Yogyakarta,2500000000,7,289,329,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,2100000000,3,130,113,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,800000000,2,100,105,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1700000000,10,194,160,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,690000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Kotagede,690000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Kotagede,690000000,3,60,79,1,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,-7.81831055,110.3979409
Yogyakarta,2200000000,3,200,210,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,1299999999,5,200,251,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Tegalrejo,3000000000,7,263,325,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,1750000000,4,216,172,3,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,-7.8143777,110.3873737
Kotagede,698000000,2,40,110,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.81831055,110.3979409
Yogyakarta,2500000000,4,165,143,4,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,-7.8011945,110.364917
Wirobrajan,9300000000,5,503,527,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Tegalrejo,1290000000,4,99,107,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Tegalrejo,2350000000,4,199,395,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Wirobrajan,4650000000,5,219,184,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Gondokusuman,7900000000,7,270,599,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,-7.78674395,110.3809996
Kotagede,450000000,3,40,108,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Yogyakarta,1618500000,4,95,143,3,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,1850000000,4,132,190,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Kotagede,1100000000,3,70,100,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Yogyakarta,507400000,2,40,80,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,303000000,2,30,94,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,-7.8011945,110.364917
Yogyakarta,2840500000,10,186,212,10,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,605000000,2,60,110,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,712250000,3,54,153,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,1970000000,4,150,120,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,-7.8011945,110.364917
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1250000000,5,240,140,4,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mergangsan,2000000000,22,326,370,6,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,-7.8147344,110.372558
Kraton,2350000000,4,200,393,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Gondokusuman,6500000000,4,200,386,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Umbulharjo,4000000000,10,500,418,8,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Tegalrejo,1450000000,3,110,166,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,2500000000,6,310,265,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1500000000,12,200,160,12,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,-7.8143777,110.3873737
Mantrijeron,1400000000,3,120,63,2,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.81806785,110.3597226
Wirobrajan,511234000,3,54,112,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Mantrijeron,617000000,3,75,71,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,-7.81806785,110.3597226
Yogyakarta,610000000,2,36,90,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,-7.8011945,110.364917
Yogyakarta,1800000000,5,400,1050,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Pakualaman,890000000,3,75,106,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80043375,110.3762266
Yogyakarta,416900000,2,40,125,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,1350000000,4,150,150,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Kotagede,798000000,2,50,111,1,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Yogyakarta,180000000,1,21,60,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,2900000000,6,280,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,442000000,2,45,93,1,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,-7.8011945,110.364917
Yogyakarta,340000000,2,36,60,1,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,-7.8011945,110.364917
Mantrijeron,5750000000,7,260,800,8,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,-7.81806785,110.3597226
Pakualaman,950000000,3,55,113,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,-7.80043375,110.3762266
Yogyakarta,567000000,2,36,98,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8011945,110.364917
Yogyakarta,888000000,3,70,84,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8011945,110.364917
Kraton,2750000000,6,170,347,6,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,N,-7.8087986,110.3627263
Yogyakarta,425000000,2,36,80,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,-7.8011945,110.364917
Yogyakarta,180000000,1,21,60,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,-7.8011945,110.364917
Yogyakarta,406000000,2,36,70,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,-7.8011945,110.364917
Yogyakarta,295000000,2,36,60,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,1950000000,2,158,99,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,2000000000,2,164,102,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Kotagede,798000000,3,50,111,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kotagede,798000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Kotagede,690000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kotagede,690000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Jetis,2500000000,10,150,146,10,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,-8.0351266,110.4908351
Mantrijeron,16000000000,8,500,1088,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Yogyakarta,575000000,2,36,81,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,-7.8011945,110.364917
Yogyakarta,1218000000,3,118,80,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,-7.8011945,110.364917
Gondokusuman,6499000000,4,200,286,4,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,-7.78674395,110.3809996
Yogyakarta,964000000,3,78,80,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,-7.8011945,110.364917
Tegalrejo,594600000,2,40,112,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Yogyakarta,562000000,2,36,90,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Jetis,530000000,3,100,214,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-8.0351266,110.4908351
Yogyakarta,694000000,2,60,84,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Jetis,4199900000,10,345,185,9,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,-8.0351266,110.4908351
Yogyakarta,490500000,2,40,80,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Mantrijeron,800000000,3,100,118,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Yogyakarta,1589000000,3,155,92,3,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.8011945,110.364917
Yogyakarta,1699425000,4,95,142,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,2337300000,4,110,235,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,2295300000,4,110,229,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Kotagede,1100000000,4,326,326,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Yogyakarta,1325100000,4,95,142,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Tegalrejo,1452000000,2,84,72,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,-7.78045495,110.355073
Yogyakarta,705000000,3,54,142,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,414000000,2,36,97,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,735550000,3,75,80,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Kotagede,388000000,2,45,71,1,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,-7.81831055,110.3979409
Kraton,6000000000,4,350,439,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,-7.8087986,110.3627263
Yogyakarta,1700000000,3,74,65,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8011945,110.364917
Mergangsan,779000000,3,55,148,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,-7.8147344,110.372558
Wirobrajan,1500000000,3,350,200,2,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,2722500000,5,300,495,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mantrijeron,1200000000,3,150,190,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mantrijeron,8900000000,10,350,1241,11,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,-7.81806785,110.3597226
Ngampilan,162000000,2,30,60,1,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,-7.80218335,110.3576025
Kotagede,750000000,3,57,100,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Tegalrejo,1500000000,3,83,176,3,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,-7.78045495,110.355073
Kotagede,798000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Kotagede,798000000,2,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Kotagede,690000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kotagede,798000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kotagede,798000000,2,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Kotagede,790000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Yogyakarta,3000000000,4,200,266,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,1900000000,6,191,257,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,37000000000,11,480,2581,11,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,2000000000,6,156,233,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1950000000,2,158,99,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,690000000,2,158,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Yogyakarta,1900000000,4,120,125,3,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,950000000,3,90,111,2,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,-7.8143777,110.3873737
Umbulharjo,700000000,3,40,130,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Gondomanan,23500000000,10,500,506,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80239475,110.3661123
Umbulharjo,900000000,2,20,81,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,3500000000,9,350,386,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Yogyakarta,1450000000,3,100,85,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,5450000000,6,350,316,5,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,2300000000,4,160,137,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,950000000,3,94,137,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,-7.81831055,110.3979409
Gondokusuman,1400000000,3,100,155,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Kotagede,950000000,3,210,200,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Gondokusuman,1650000000,4,120,158,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,-7.78674395,110.3809996
Jetis,27000000000,10,600,576,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,-8.0351266,110.4908351
Wirobrajan,4500000000,5,430,535,4,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,-7.8026238,110.3504467
Umbulharjo,17000000000,9,869,2021,10,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Yogyakarta,2373000000,3,130,409,4,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Kotagede,450000000,8,120,111,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.81831055,110.3979409
Kotagede,698000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,-7.81831055,110.3979409
Yogyakarta,750000000,3,65,84,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Kotagede,1100000000,3,70,100,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Gondokusuman,1245000000,3,100,101,3,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,-7.78674395,110.3809996
Yogyakarta,1425100000,4,95,141,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,365000000,2,80,80,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,3775800000,5,196,390,6,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,1699425000,4,96,143,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Kotagede,1150000000,3,70,100,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Yogyakarta,1850000000,4,132,191,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,1699425000,4,95,139,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Kotagede,450000000,10,100,110,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.81831055,110.3979409
Umbulharjo,10500000000,7,578,1140,4,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,287000000,2,38,69,1,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,-7.8143777,110.3873737
Yogyakarta,425000000,2,36,84,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,-7.8011945,110.364917
Yogyakarta,575000000,2,36,81,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,-7.8011945,110.364917
