alamat,harga,kamar_tidur,bangunan,lahan,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,air_panas,telepon,tv,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak
Umbulharjo,2500000000,6,310,265,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1500000000,12,200,160,12,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N
Mantrijeron,1400000000,3,120,63,2,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N
Wirobrajan,511234000,3,54,112,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,617000000,3,75,71,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N
Yogyakarta,610000000,2,36,90,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y
Yogyakarta,1800000000,5,400,1050,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Pakualaman,890000000,3,75,106,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,416900000,2,40,125,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,1350000000,4,150,150,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,798000000,2,50,111,1,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,180000000,1,21,60,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2900000000,6,280,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,442000000,2,45,93,1,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y
Yogyakarta,340000000,2,36,60,1,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N
Mantrijeron,5750000000,7,260,800,8,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N
Pakualaman,950000000,3,55,113,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
Yogyakarta,567000000,2,36,98,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N
Yogyakarta,888000000,3,70,84,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N
Kraton,2750000000,6,170,347,6,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,N
Yogyakarta,425000000,2,36,80,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y
Yogyakarta,180000000,1,21,60,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y
Yogyakarta,406000000,2,36,70,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N
Yogyakarta,295000000,2,36,60,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1950000000,2,158,99,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,2000000000,2,164,102,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,798000000,3,50,111,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,798000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Kotagede,690000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,690000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,2500000000,10,150,146,10,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N
Mantrijeron,16000000000,8,500,1088,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,575000000,2,36,81,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N
Yogyakarta,1218000000,3,118,80,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N
Gondokusuman,6499000000,4,200,286,4,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N
Yogyakarta,964000000,3,78,80,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N
Tegalrejo,594600000,2,40,112,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,562000000,2,36,90,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,530000000,3,100,214,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,694000000,2,60,84,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,4199900000,10,345,185,9,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y
Yogyakarta,490500000,2,40,80,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Mantrijeron,800000000,3,100,118,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1589000000,3,155,92,3,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N
Yogyakarta,1699425000,4,95,142,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,2337300000,4,110,235,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Yogyakarta,2295300000,4,110,229,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Kotagede,1100000000,4,326,326,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1325100000,4,95,142,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Tegalrejo,1452000000,2,84,72,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N
Yogyakarta,705000000,3,54,142,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,414000000,2,36,97,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,735550000,3,75,80,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Kotagede,388000000,2,45,71,1,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N
Kraton,6000000000,4,350,439,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N
Yogyakarta,1700000000,3,74,65,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N
Mergangsan,779000000,3,55,148,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N
Wirobrajan,1500000000,3,350,200,2,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2722500000,5,300,495,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1200000000,3,150,190,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,8900000000,10,350,1241,11,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N
Ngampilan,162000000,2,30,60,1,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N
Kotagede,750000000,3,57,100,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Tegalrejo,1500000000,3,83,176,3,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N
Kotagede,798000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Kotagede,798000000,2,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Kotagede,690000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,798000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,798000000,2,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Kotagede,790000000,3,50,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,3000000000,4,200,266,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1900000000,6,191,257,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,37000000000,11,480,2581,11,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,2000000000,6,156,233,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1950000000,2,158,99,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,690000000,2,158,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,1900000000,4,120,125,3,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
Umbulharjo,950000000,3,90,111,2,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N
Umbulharjo,700000000,3,40,130,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Gondomanan,23500000000,10,500,506,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,900000000,2,20,81,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,3500000000,9,350,386,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1450000000,3,100,85,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,5450000000,6,350,316,5,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Umbulharjo,2300000000,4,160,137,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,950000000,3,94,137,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N
Gondokusuman,1400000000,3,100,155,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,950000000,3,210,200,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,1650000000,4,120,158,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N
Jetis,27000000000,10,600,576,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N
Wirobrajan,4500000000,5,430,535,4,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
Umbulharjo,17000000000,9,869,2021,10,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
Yogyakarta,2373000000,3,130,409,4,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Kotagede,450000000,8,120,111,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N
Kotagede,698000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N
Yogyakarta,750000000,3,65,84,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,1100000000,3,70,100,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,1245000000,3,100,101,3,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N
Yogyakarta,1425100000,4,95,141,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Yogyakarta,365000000,2,80,80,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,3775800000,5,196,390,6,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Yogyakarta,1699425000,4,96,143,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Kotagede,1150000000,3,70,100,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1850000000,4,132,191,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Yogyakarta,1699425000,4,95,139,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Kotagede,450000000,10,100,110,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N
Umbulharjo,10500000000,7,578,1140,4,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Umbulharjo,287000000,2,38,69,1,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N
Yogyakarta,425000000,2,36,84,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N
Yogyakarta,575000000,2,36,81,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N
Yogyakarta,735550000,3,75,80,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,291312000,2,40,168,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Mergangsan,598000000,3,75,72,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,Y,Y
Yogyakarta,1600000000,3,74,65,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N
Gondokusuman,3999999988,6,1000,744,6,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,Y
Yogyakarta,17500000000,3,200,470,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,275000000,2,36,70,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N
Umbulharjo,3350000000,13,400,591,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N
Tegalrejo,118921000,2,40,79,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,7000000000,10,800,711,9,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,950000000,4,160,189,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,2000000000,3,100,100,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,2900000000,7,217,144,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1800000000,6,220,160,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,2295300000,4,110,228,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Yogyakarta,5900000000,6,490,370,5,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,1850000000,4,132,190,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Gondomanan,20000000000,10,600,992,5,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N
Yogyakarta,1500000000,5,185,200,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,2500000000,7,200,138,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,4650000000,5,215,184,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,4700000000,5,161,782,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y
Tegalrejo,650000000,2,80,82,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1400000000,6,192,174,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N
Umbulharjo,1000000000,3,90,111,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2500000000,5,175,270,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Kotagede,2000000000,5,205,257,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,2150000000,5,190,207,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,2000000000,3,229,206,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,2100000000,6,211,358,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,770000000,2,78,78,1,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y
Wirobrajan,650000000,2,50,78,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1650000000,4,150,198,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,498000000,2,36,107,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Pakualaman,25000000000,7,500,1109,3,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Wirobrajan,8500000000,7,436,404,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,9700000000,8,500,1140,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,476000000,2,40,88,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,428000000,2,36,92,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,478600000,2,40,78,1,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,N
Umbulharjo,1300000000,3,120,147,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,4200000000,8,370,521,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Umbulharjo,950000000,3,110,116,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1300000000,3,108,81,2,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N
Gondokusuman,40000000000,13,1185,996,7,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y
Yogyakarta,1500000000,4,175,214,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1400000000,4,105,166,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3500000000,13,540,418,8,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Gedong Tengen,992500000,3,85,100,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N
Mantrijeron,950000000,2,100,140,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,2000000000,5,200,149,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,2875000000,5,197,157,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N
Pakualaman,5500000000,3,400,699,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1200000000,4,150,196,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,3900000000,10,540,418,8,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N
Umbulharjo,1500000000,10,194,160,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,4300000000,3,182,297,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,2100000000,4,195,133,3,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,Y,N
Umbulharjo,1250000000,5,200,114,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1500000000,5,260,140,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1500000000,4,200,156,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,690000000,2,70,82,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1650000000,4,125,105,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,6500000000,26,492,580,26,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,N,N
Tegalrejo,2699000000,5,300,144,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3500000000,7,250,200,4,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,Y,N
Kotagede,850000000,2,64,113,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N
Umbulharjo,1700000000,5,200,285,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,980000000,3,100,155,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,875000000,3,64,90,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,330000000,5,100,55,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1400000000,3,120,63,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondomanan,2400000000,9,199,136,11,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1300000000,5,130,90,5,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
Tegalrejo,2900000000,6,252,144,6,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N
Umbulharjo,2100000000,4,195,133,3,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y
Umbulharjo,2500000000,3,160,136,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,550000000,3,100,156,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,4100000000,3,350,512,5,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,Y
Umbulharjo,5500000000,10,600,669,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,900000000,5,300,339,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N
Umbulharjo,4000000000,13,500,418,8,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N
Wirobrajan,4100000000,3,350,512,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,4700000000,5,161,782,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y
Mergangsan,3000000000,9,200,215,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,2900000000,4,220,208,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,12500000000,64,2000,850,64,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
Tegalrejo,900000000,5,300,339,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y
Wirobrajan,37000000000,8,806,2581,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1000000000,4,160,154,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Mantrijeron,1000000000,3,100,129,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,3999000000,7,250,600,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,12500000000,17,803,1095,20,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,594600000,2,40,112,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,8500000000,10,350,1241,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,594600000,2,40,112,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,755000000,2,69,120,1,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Tegalrejo,428000000,2,36,92,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,950000000,3,80,104,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N
Kotagede,2500000000,6,280,255,2,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,Y
Mergangsan,1555000000,3,120,104,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
